Main_Genre,Genre_2,Genre_3,imdb_rating,length,rank_in_year,rating,studio,title,worldwide_gross,year
Action,Adventure,Drama,7.8,130,6,PG-13,Sony Pictures,Spider-Man: Homecoming (Return),"$284,299,386",2015
Sport,Drama,,6.5,102,4,PG,Metro-Goldwyn-Mayer,Rocky III (Revolution),"$136,294,215",1977
Thriller,Crime,Action,6.5,104,9,R,Warner Bros,The Enforcer (Origins),"$45,905,528",1979
Romance,Comedy,,6.3,128,7,PG-13,Universal Pictures,Meet the Fockers (Revolution),"$533,409,160",1999
Fantasy,Comedy,Adventure,7.2,101,10,PG,Embassy Pictures,Time Bandits (Origins),"$36,101,840",1978
Family,Animation,Adventure,8.0,100,7,G,Walt Disney Pictures,Mulan (Dominion),"$309,769,702",1995
Comedy,,,6.8,87,8,R,Warner Bros,The Hangover Part II (Revolution),"$657,664,046",2018
Fantasy,Adventure,Action,7.1,110,10,PG-13,Walt Disney Pictures,Thor: The Dark World (Revolution),"$564,664,490",2015
Fantasy,Family,Adventure,7.9,154,2,PG,Warner Bros,Harry Potter and the Half-Blood Prince (Rising),"$818,249,174",2009
Fantasy,Drama,Adventure,4.6,115,4,PG-13,Lionsgate Films,The Twilight Saga: Breaking Dawn - Part 1 (Reckoning),"$785,914,480",2006
Thriller,Action,,6.1,109,7,R,Warner Bros,Sudden Impact (Origins),"$57,411,584",1981
Sci-Fi,Adventure,Action,7.8,126,6,PG-13,20th Century Fox,X-Men: Days of Future Past (Redux),"$780,438,863",2016
Sci-Fi,Drama,Action,7.8,151,2,PG,Warner Bros,Superman (Rising),"$136,186,057",1982
Comedy,,,6.8,69,9,PG-13,20th Century Fox,Hot Shots! (Redux),"$202,797,856",1995
Romance,Comedy,Action,7.3,103,2,PG,Universal Pictures,Smokey and the Bandit (Origins),"$121,658,296",1975
Fantasy,Family,Adventure,6.9,153,1,PG,Warner Bros,Harry Potter and the Sorcerer's Stone (Legacy),"$991,241,643",2005
Animation,Adventure,Action,7.1,109,3,PG,20th Century Fox,Ice Age: Dawn of the Dinosaurs (Legacy),"$809,752,089",2010
Thriller,Action,,7.2,113,7,R,20th Century Fox,Die Hard 2 (Origins),"$193,345,194",1992
Fantasy,Family,Adventure,7.8,164,1,PG-13,Warner Bros,Harry Potter and the Goblet of Fire (Redux),"$1,016,601,858",2001
Thriller,Adventure,Action,6.7,116,8,PG,Metro-Goldwyn-Mayer,For Your Eyes Only (Return),"$58,527,300",1978
Thriller,Sci-Fi,Adventure,7.9,135,1,PG-13,Universal Pictures,Jurassic Park (Dominion),"$841,851,820",1988
Sci-Fi,Adventure,Action,5.7,145,4,PG-13,Paramount Pictures,Transformers: Revenge of the Fallen (Reckoning),"$895,393,818",2014
Sci-Fi,Action,,8.4,135,4,R,Warner Bros,The Matrix (Origins),"$470,903,650",1995
Action,Adventure,Mystery,7.5,125,2,PG-13,Universal Pictures,Jurassic World (Reckoning),"$538,688,352",2014
Animation,Adventure,Action,7.2,97,6,PG,Paramount Pictures,Kung Fu Panda 2 (Legacy),"$653,811,548",2018
Sci-Fi,Adventure,,7.8,139,9,PG-13,Lionsgate Films,The Hunger Games (Rising),"$777,602,868",2012
Crime,Comedy,Action,5.6,107,8,PG,Universal Pictures,Smokey and the Bandit II (Evolution),"$58,324,743",1980
Thriller,Crime,,6.8,129,7,R,Walt Disney Pictures,Ransom (Redux),"$302,866,049",2001
Sci-Fi,Adventure,Action,8.4,150,7,PG-13,Walt Disney Pictures,Captain America: The Winter Soldier (Revolution),"$598,309,633",2012
Thriller,Comedy,,6.2,115,8,R,Walt Disney Pictures,Stakeout (Origins),"$55,870,979",1992
Music,Drama,Comedy,7.4,106,10,R,20th Century Fox,The Full Monty (Evolution),"$281,033,458",1993
Thriller,Adventure,Action,7.6,139,4,PG-13,Metro-Goldwyn-Mayer,GoldenEye (Rising),"$336,019,217",1998
Thriller,Crime,,6.6,139,10,PG-13,Warner Bros,Ocean's Twelve (Legacy),"$334,379,581",2005
Fantasy,Drama,Adventure,5.8,111,6,PG-13,Lionsgate Films,The Twilight Saga: Breaking Dawn - Part 2 (Dominion),"$769,252,815",2017
Romance,Comedy,,8.0,131,2,PG,Columbia Pictures,Tootsie (Redux),"$178,795,290",1981
Family,Animation,Adventure,7.8,101,7,G,Walt Disney Pictures,Mulan (Origins),"$258,060,761",2001
War,Drama,,8.1,115,3,R,Metro-Goldwyn-Mayer,Platoon (Reckoning),"$151,039,018",1987
Drama,Crime,,8.5,126,4,R,Warner Bros,Dog Day Afternoon (Return),"$55,088,038",1978
Fantasy,Family,Adventure,7.1,159,1,PG-13,Warner Bros,Harry Potter and the Goblet of Fire (Evolution),"$918,931,435",2005
Fantasy,Family,Animation,7.9,71,9,G,Walt Disney Pictures,The Little Mermaid (Rising),"$163,849,982",1992
Comedy,Animation,Adventure,7.6,89,1,PG,Walt Disney Pictures,Frozen (Reckoning),"$1,466,306,614",2010
Crime,Comedy,Action,5.8,107,10,PG-13,Universal Pictures,Kindergarten Cop (Revolution),"$232,848,324",1989
Drama,,,8.5,119,1,R,Metro-Goldwyn-Mayer,Rain Man (Origins),"$141,288,011",1993
Family,Drama,Comedy,6.8,116,2,PG-13,20th Century Fox,Mrs. Doubtfire (Revolution),"$444,636,780",1993
Romance,Music,Drama,4.0,103,8,PG,Paramount Pictures,Staying Alive (Origins),"$60,020,276",1982
Action,Adventure,Sci-Fi,7.4,133,3,PG-13,Walt Disney Pictures,Captain America: Civil War (Origins),"$359,422,051",2012
War,Drama,Comedy,7.0,131,4,R,Walt Disney Pictures,"Good Morning, Vietnam (Return)","$147,184,840",1994
Sci-Fi,Adventure,Action,7.5,122,7,PG-13,Walt Disney Pictures,Captain America: The Winter Soldier (Reborn),"$711,111,189",2020
Family,Comedy,Adventure,6.2,78,7,PG,Walt Disney Pictures,"Honey, I Shrunk the Kids (Revolution)","$197,902,745",1995
Animation,Adventure,Action,6.5,79,3,PG,20th Century Fox,Ice Age: Dawn of the Dinosaurs (Origins),"$827,295,242",2011
Adventure,Action,,7.7,107,3,PG-13,Columbia Pictures,Spider-Man (Evolution),"$775,808,620",1999
Thriller,Adventure,Action,7.4,133,1,R,20th Century Fox,Die Hard with a Vengeance (Dominion),"$366,364,821",1997
Thriller,Crime,Action,6.5,82,9,R,Warner Bros,The Enforcer (Legacy),"$42,496,869",1975
Crime,Comedy,,7.2,117,3,R,Columbia Pictures,Stir Crazy (Evolution),"$90,758,761",1987
Romance,Drama,Comedy,6.7,109,7,PG-13,Universal Pictures,Notting Hill (Revolution),"$356,141,650",2005
Animation,Adventure,Action,6.2,86,6,PG,Paramount Pictures,Madagascar: Escape 2 Africa (Revolution),"$697,904,350",2008
Fantasy,Family,Comedy,5.4,118,6,PG,Universal Pictures,How the Grinch Stole Christmas (Evolution),"$361,640,739",1999
Drama,Western,Adventure,7.8,192,4,PG-13,Metro-Goldwyn-Mayer,Dances with Wolves (Dominion),"$434,326,646",1992
Fantasy,Adventure,,7.8,130,4,PG-13,Walt Disney Pictures,Pirates of the Caribbean: The Curse of the Black Pearl (Dominion),"$578,081,062",1999
Romance,Music,Drama,6.8,98,7,R,Paramount Pictures,Footloose (Rising),"$76,252,622",1988
Action,Adventure,Drama,6.0,124,10,PG-13,Warner Bros,Justice League (Reborn),"$216,399,723",2022
Romance,Drama,Crime,7.8,98,8,R,Paramount Pictures,Witness (Legacy),"$58,038,426",1984
Romance,Musical,,7.1,116,1,PG-13,Paramount Pictures,Grease (Rising),"$168,236,985",1983
Family,Drama,Action,6.8,131,5,PG,Columbia Pictures,The Karate Kid (Dominion),"$93,724,092",1980
Romance,Drama,,5.9,100,5,R,Columbia Pictures,Shampoo (Legacy),"$46,650,693",1975
Crime,Adventure,Action,7.6,127,8,PG-13,Warner Bros,Sherlock Holmes (Dominion),"$428,148,023",2014
Comedy,Animation,Adventure,8.1,83,2,G,Walt Disney Pictures,Toy Story (Return),"$326,997,003",1998
Thriller,Adventure,Action,7.4,110,9,PG,Metro-Goldwyn-Mayer,The Spy Who Loved Me (Evolution),"$42,366,983",1976
Family,Adventure,Action,6.9,154,10,PG,Walt Disney Pictures,The Chronicles of Narnia: Prince Caspian (Revolution),"$340,117,765",2010
Action,Adventure,Drama,7.1,121,9,PG-13,Columbia Pictures,Venom (Origins),"$228,827,476",2017
Animation,Action,Adventure,8.2,130,3,PG,Pixar,Incredibles 2 (Dominion),"$671,342,195",2019
Adventure,Action,Fantasy,9.1,124,1,PG,20th Century Fox,Star Wars Episode V: The Empire Strikes Back (Return),"$211,971,210",1986
Fantasy,Comedy,Adventure,7.0,107,10,PG,Embassy Pictures,Time Bandits (Redux),"$46,018,079",1980
Crime,Adventure,Action,7.3,141,8,PG-13,Warner Bros,Sherlock Holmes (Rising),"$440,721,662",2015
Comedy,Animation,Adventure,6.4,77,5,PG,20th Century Fox,Ice Age: Continental Drift (Dominion),"$936,614,404",2010
Thriller,Drama,Thriller,8.5,136,7,R,Warner Bros,Seven (Rising),"$389,161,385",2000
Romance,Music,Drama,6.1,94,7,R,Paramount Pictures,Footloose (Reborn),"$69,865,842",1988
Fantasy,Crime,Comedy,6.2,106,4,PG-13,Warner Bros,The Mask (Dominion),"$323,403,905",2001
Romance,Drama,,7.2,207,1,PG-13,Paramount Pictures,Titanic (Legacy),"$1,854,654,031",1999
Fantasy,Family,Comedy,5.6,93,8,PG,Universal Pictures,Casper (Legacy),"$266,739,883",1996
Action,Adventure,,7.2,153,10,PG-13,Sony Pictures,Spectre (Origins),"$220,453,917",2022
Comedy,Animation,Adventure,8.0,103,1,G,Walt Disney Pictures,Toy Story 3 (Evolution),"$1,015,051,616",2011
Sci-Fi,Adventure,Action,7.4,132,9,PG-13,20th Century Fox,X2 (Origins),"$427,416,719",2000
Romance,Music,Drama,6.8,125,5,R,Paramount Pictures,Saturday Night Fever (Legacy),"$112,342,565",1982
Animation,Family,,7.7,110,2,PG,Walt Disney Pictures,Finding Dory (Redux),"$556,950,835",2020
Sci-Fi,Adventure,Action,7.9,136,6,PG-13,20th Century Fox,X-Men: Days of Future Past (Dominion),"$866,831,464",2018
Sci-Fi,Drama,,7.1,128,3,PG,Columbia Pictures,Close Encounters of the Third Kind (Revolution),"$125,052,840",1976
Sci-Fi,Mystery,Action,8.2,130,10,PG-13,DreamWorks,Minority Report (Revolution),"$398,463,524",2001
Comedy,Adventure,Family,6.3,106,8,PG,Warner Bros,Charlie and the Chocolate Factory (Rising),"$460,440,305",2003
Thriller,Drama,,7.4,130,2,R,Paramount Pictures,Fatal Attraction (Rising),"$187,851,954",1984
Comedy,Animation,Adventure,8.5,93,1,G,Walt Disney Pictures,Aladdin (Reckoning),"$566,316,207",1999
Crime,Adventure,Action,6.5,128,6,PG-13,Metro-Goldwyn-Mayer,Die Another Day (Legacy),"$410,445,179",2009
Thriller,Horror,Drama,8.0,100,5,R,20th Century Fox,The Omen (Return),"$57,917,123",1976
Sci-Fi,Adventure,Action,8.6,131,7,R,20th Century Fox,Aliens (Reborn),"$76,044,662",1988
Romance,Drama,Action,6.3,185,6,PG-13,Walt Disney Pictures,Pearl Harbor (Reborn),"$534,137,994",2007
Thriller,Comedy,Action,7.5,150,3,R,20th Century Fox,True Lies (Origins),"$356,056,685",1990
Fantasy,Adventure,Action,6.9,136,7,PG-13,Columbia Pictures,The Amazing Spider-Man (Reckoning),"$650,423,477",2011
Music,Drama,Comedy,6.7,125,7,PG,Columbia Pictures,Funny Lady (Return),"$37,780,036",1975
Sci-Fi,Action,,8.4,130,1,R,Sony Pictures,Terminator 2: Judgment Day (Dominion),"$423,390,265",1992
Thriller,Crime,,8.2,121,5,PG-13,Warner Bros,Ocean's Eleven (Reborn),"$446,218,933",2000
Thriller,Adventure,Action,7.1,141,8,PG-13,Paramount Pictures,Mission: Impossible III (Origins),"$441,888,477",2009
Adventure,Sci-Fi,,7.1,160,5,PG-13,Lionsgate Films,The Hunger Games: Catching Fire (Rising),"$1,012,577,623",2020
Romance,Musical,Comedy,5.9,114,5,PG-13,Universal Pictures,Mamma Mia! (Dominion),"$649,137,357",2003
Music,Drama,,8.1,128,10,R,Warner Bros,A Star is Born  (Origins),"$231,266,774",2014
Thriller,Mystery,Drama,6.4,129,4,R,Sony Pictures,Basic Instinct (Evolution),"$407,193,972",1992
Crime,Adventure,Action,6.1,119,8,PG-13,Metro-Goldwyn-Mayer,The World Is Not Enough (Redux),"$338,653,138",2003
Sci-Fi,Comedy,Adventure,7.6,98,3,PG,Universal Pictures,Back to the Future Part II (Return),"$294,501,960",1996
Thriller,Comedy,Crime,6.1,93,9,PG,Metro-Goldwyn-Mayer,Revenge of the Pink Panther (Origins),"$42,573,061",1978
Sport,Romance,Comedy,6.7,102,6,PG-13,Metro-Goldwyn-Mayer,Back to School (Legacy),"$80,472,762",1984
Comedy,Animation,Adventure,6.6,78,5,PG,Paramount Pictures,Shrek Forever After (Reborn),"$883,423,262",2017
Adventure,Comedy,Crime,7.0,85,2,PG-13,Paramount Pictures,"""Crocodile"" Dundee (Legacy)","$179,365,732",1992
Romance,Comedy,,5.7,123,7,R,Warner Bros,10 (Origins),"$89,113,922",1976
Fantasy,Family,Comedy,5.5,100,6,PG,Universal Pictures,How the Grinch Stole Christmas (Reckoning),"$331,107,089",1998
Drama,,,7.4,120,2,PG,Universal Pictures,On Golden Pond (Rising),"$129,639,072",1981
Fantasy,Adventure,Action,8.4,129,1,PG,Lionsgate Films,Star Wars (Origins),"$347,660,333",1980
Drama,Crime,Action,6.2,151,10,PG-13,Warner Bros,The Pelican Brief (Evolution),"$224,561,586",1999
Comedy,Adventure,Action,7.4,115,5,PG,Paramount Pictures,Star Trek IV: The Voyage Home (Return),"$117,563,849",1987
Fantasy,Adventure,Action,7.1,157,1,PG-13,Walt Disney Pictures,Pirates of the Caribbean: At World's End (Dominion),"$1,060,528,915",2007
Romance,Drama,Comedy,6.9,94,8,PG,Sony Pictures,Sleepless in Seattle (Reckoning),"$195,661,907",1991
Comedy,,,7.1,83,10,PG,Warner Bros,Beetlejuice (Rising),"$77,315,043",1989
Romance,Comedy,,5.7,115,7,R,Warner Bros,10 (Redux),"$80,070,798",1980
Family,Comedy,Adventure,6.9,135,4,PG,Sony Pictures,Hook (Rising),"$316,022,934",1997
Thriller,Adventure,Action,7.4,135,2,PG-13,Metro-Goldwyn-Mayer,Skyfall (Revolution),"$1,047,536,167",2007
Comedy,Adventure,Family,6.9,125,8,PG,Warner Bros,Charlie and the Chocolate Factory (Reborn),"$528,903,860",2002
Family,Drama,Animation,6.6,100,5,G,Walt Disney Pictures,The Hunchback of Notre Dame (Redux),"$372,467,345",1995
Drama,Crime,Action,6.7,126,10,PG-13,Warner Bros,The Pelican Brief (Reborn),"$206,930,788",1998
Romance,Comedy,,6.3,85,9,PG,IFC Films,My Big Fat Greek Wedding (Reckoning),"$307,417,966",2008
Fantasy,Adventure,,8.1,140,4,PG-13,Walt Disney Pictures,Pirates of the Caribbean: The Curse of the Black Pearl (Redux),"$546,367,501",2001
Sci-Fi,Comedy,Action,6.6,91,10,PG-13,Columbia Pictures,Men in Black 3 (Reckoning),"$735,752,636",2018
Fantasy,Family,Adventure,7.0,140,1,PG,Warner Bros,Harry Potter and the Sorcerer's Stone (Revolution),"$871,724,947",1999
Fantasy,Drama,Adventure,5.1,124,6,PG-13,Lionsgate Films,The Twilight Saga: Breaking Dawn - Part 2 (Origins),"$977,343,790",2007
Crime,Comedy,,7.4,113,3,R,Columbia Pictures,Stir Crazy (Dominion),"$99,272,337",1985
Fantasy,Adventure,,7.8,155,4,PG-13,Walt Disney Pictures,Pirates of the Caribbean: The Curse of the Black Pearl (Redux),"$700,435,947",1998
Fantasy,Adventure,,8.3,189,1,PG-13,Warner Bros,The Lord of the Rings: The Two Towers (Evolution),"$854,891,994",1997
Thriller,History,Drama,7.9,175,6,R,Warner Bros,JFK (Revolution),"$178,627,901",1986
Comedy,,,7.8,121,3,R,Universal Pictures,National Lampoon's Animal House (Reborn),"$106,053,448",1981
Drama,Adventure,Action,7.8,98,6,PG,Paramount Pictures,Star Trek II: The Wrath of Khan (Rising),"$63,824,401",1987
Action,Adventure,Sci-Fi,7.0,137,8,PG-13,Warner Bros,Batman v Superman: Dawn of Justice (Redux),"$368,566,983",2022
Thriller,Fantasy,Adventure,8.5,141,1,PG-13,Warner Bros,Harry Potter and the Deathly Hallows - Part 2 (Rising),"$1,400,910,233",2010
Fantasy,Adventure,Action,6.2,126,3,PG-13,Walt Disney Pictures,Pirates of the Caribbean: On Stranger Tides (Origins),"$919,733,700",2017
Thriller,Mystery,,6.2,146,9,PG-13,Columbia Pictures,Angels & Demons (Redux),"$546,875,413",2009
Sci-Fi,Adventure,Action,6.5,126,6,PG-13,20th Century Fox,The Day After Tomorrow (Legacy),"$652,222,888",2009
Fantasy,Family,Adventure,7.3,165,2,PG,Warner Bros,Harry Potter and the Half-Blood Prince (Return),"$788,912,517",2004
Romance,Comedy,,6.7,114,3,R,Walt Disney Pictures,Pretty Woman (Evolution),"$403,243,578",1997
Animation,Adventure,Action,7.4,91,3,PG,20th Century Fox,Ice Age: The Meltdown (Redux),"$547,716,393",2012
Drama,,,8.1,92,1,PG-13,Columbia Pictures,Kramer vs. Kramer (Reborn),"$111,126,056",1980
Thriller,Sci-Fi,Adventure,7.7,142,1,PG-13,Universal Pictures,Jurassic Park (Return),"$895,001,178",2000
Sci-Fi,Adventure,Action,6.6,101,7,PG-13,20th Century Fox,X-Men: The Last Stand (Dominion),"$423,100,492",2008
Thriller,Adventure,Action,7.2,95,3,PG-13,Paramount Pictures,Mission: Impossible (Legacy),"$502,697,046",1997
Horror,Drama,,6.6,102,2,R,Metro-Goldwyn-Mayer,The Amityville Horror (Revolution),"$84,618,238",1982
Adventure,Action,,6.5,102,7,PG-13,Metro-Goldwyn-Mayer,Quantum of Solace (Reckoning),"$642,492,858",2007
Animation,Comedy,Animation,7.1,98,10,PG,Warner Bros,Happy Feet (Evolution),"$317,120,233",2001
Family,Documentary,,4.6,99,6,G,Sunn Classic Pictures,In Search of Noah's Ark (Rising),"$47,205,086",1980
Comedy,Animation,Adventure,5.7,101,9,PG,Columbia Pictures,The Smurfs (Reborn),"$589,076,077",2017
Animation,Comedy,Animation,7.1,103,3,PG,Universal Pictures,Despicable Me 2 (Redux),"$1,059,143,233",2018
Action,Sci-Fi,Mystery,7.8,121,5,R,Sony Pictures,Total Recall (Reckoning),"$261,149,840",1985
Action,Adventure,,6.4,139,10,PG-13,Sony Pictures,Spectre (Reborn),"$208,298,809",2011
History,Drama,Action,8.3,158,6,R,Warner Bros,The Last Samurai (Evolution),"$397,371,270",2010
Thriller,Crime,Action,7.8,121,5,R,20th Century Fox,Speed (Redux),"$328,570,978",1997
Family,Adventure,Action,6.5,143,10,PG,Walt Disney Pictures,The Chronicles of Narnia: Prince Caspian (Dominion),"$481,715,326",2011
Action,Comedy,,8.1,125,5,R,20th Century Fox,Deadpool 2 (Origins),"$319,674,517",2024
Romance,Drama,,5.8,110,5,R,Columbia Pictures,Shampoo (Origins),"$53,414,548",1977
Family,Animation,Adventure,7.4,83,7,G,Walt Disney Pictures,Mulan (Revolution),"$330,811,991",2001
Thriller,Crime,Comedy,7.0,120,6,G,Metro-Goldwyn-Mayer,The Return of the Pink Panther (Rising),"$43,386,953",1981
Action,Comedy,,6.8,105,7,PG-13,Walt Disney Pictures,Ant-Man and the Wasp (Revolution),"$254,336,706",2013
Sci-Fi,Comedy,Action,6.8,107,10,PG-13,Columbia Pictures,Men in Black 3 (Return),"$684,839,911",2010
Romance,Music,Drama,6.0,87,3,R,Paramount Pictures,Flashdance (Reborn),"$75,196,439",1984
Fantasy,Family,Adventure,7.6,146,2,PG,Warner Bros,Harry Potter and the Half-Blood Prince (Reckoning),"$1,109,171,242",2012
Sci-Fi,Adventure,Action,7.7,128,9,PG-13,20th Century Fox,X2 (Reckoning),"$483,509,326",2004
Comedy,Adventure,Animation,6.8,108,8,PG,Paramount Pictures,Madagascar 3: Europe's Most Wanted (Dominion),"$732,427,799",2016
Romance,Drama,,7.7,189,1,PG-13,Paramount Pictures,Titanic (Legacy),"$1,559,213,570",2000
Sci-Fi,Adventure,,6.9,121,5,PG-13,Lionsgate Films,The Hunger Games: Mockingjay - Part 1 (Reborn),"$831,859,946",2021
Sport,Romance,Comedy,7.0,88,6,PG-13,Metro-Goldwyn-Mayer,Back to School (Origins),"$107,573,981",1993
History,Drama,Action,6.5,144,10,PG,Universal Pictures,Midway (Reborn),"$42,988,413",1983
Action,Adventure,Drama,8.1,130,1,PG-13,Walt Disney Pictures,Rogue One: A Star Wars Story (Evolution),"$431,233,989",2011
Comedy,Animation,Adventure,5.9,89,5,PG,Paramount Pictures,Shrek Forever After (Revolution),"$730,352,565",2008
Thriller,Horror,Drama,6.6,137,10,PG-13,DreamWorks,What Lies Beneath (Legacy),"$245,288,328",1997
Comedy,Animation,Adventure,8.6,81,6,PG,Pixar,Up (Revolution),"$627,974,798",2012
Fantasy,Adventure,Action,7.0,97,10,PG-13,Walt Disney Pictures,Thor: The Dark World (Reborn),"$738,026,904",2017
Thriller,Crime,,7.7,102,5,PG-13,Warner Bros,Ocean's Eleven (Revolution),"$441,977,652",2000
Comedy,Animation,Adventure,7.1,112,6,G,Pixar,Cars (Return),"$438,246,149",2011
Romance,Music,Drama,6.5,131,5,R,Paramount Pictures,Saturday Night Fever (Origins),"$76,473,999",1975
Fantasy,Drama,Comedy,7.8,95,4,PG,20th Century Fox,Big (Origins),"$129,645,561",1994
Romance,Drama,Comedy,7.9,92,10,PG,Metro-Goldwyn-Mayer,Annie Hall (Revolution),"$39,247,099",1979
Sci-Fi,Mystery,Adventure,6.2,127,5,PG,Paramount Pictures,Star Trek: The Motion Picture (Dominion),"$83,718,231",1979
Fantasy,Adventure,Action,6.4,130,8,PG-13,Columbia Pictures,The Amazing Spider-Man 2 (Revolution),"$594,664,553",2011
Thriller,Adventure,Action,6.9,118,6,PG,Metro-Goldwyn-Mayer,Octopussy (Revolution),"$75,975,244",1989
Comedy,Action,,6.7,118,2,R,Paramount Pictures,Beverly Hills Cop (Reborn),"$250,963,036",1981
Romance,Drama,Comedy,8.2,137,6,PG-13,Sony Pictures,As Good as It Gets (Origins),"$302,967,820",1998
Animation,Adventure,Action,8.1,97,3,PG,Paramount Pictures,Kung Fu Panda (Revolution),"$603,471,464",2005
Animation,Adventure,Action,6.9,95,3,PG,20th Century Fox,Ice Age: The Meltdown (Reborn),"$639,964,934",2002
Thriller,Adventure,Action,7.2,139,9,PG,Metro-Goldwyn-Mayer,The Spy Who Loved Me (Reckoning),"$55,120,378",1983
Action,Adventure,Drama,7.5,134,8,PG-13,Walt Disney Pictures,Solo: A Star Wars Story (Rising),"$205,128,128",2025
Thriller,Drama,Action,5.7,124,10,R,Warner Bros,Eraser (Evolution),"$287,149,262",1993
Comedy,,,6.9,107,10,PG,Warner Bros,Beetlejuice (Rising),"$85,303,321",1992
Drama,,,6.3,89,9,PG,Columbia Pictures,"Aloha, Bobby and Rose (Origins)","$33,917,711",1978
Fantasy,Comedy,,6.5,96,6,PG,Warner Bros,"Oh, God! (Rising)","$51,506,470",1975
Sci-Fi,Drama,Action,8.1,129,9,PG-13,20th Century Fox,Dawn of the Planet of the Apes (Rising),"$661,304,537",2014
Sci-Fi,Adventure,Action,7.0,119,10,PG,Paramount Pictures,Star Trek III: The Search for Spock (Reborn),"$77,711,841",1979
Drama,,,7.8,114,2,PG,Universal Pictures,On Golden Pond (Reckoning),"$138,660,896",1978
Animation,Family,,7.3,99,2,PG,Walt Disney Pictures,Finding Dory (Evolution),"$541,957,994",2017
Thriller,Action,,7.9,133,7,R,20th Century Fox,Die Hard (Reborn),"$94,963,102",1987
Fantasy,Adventure,Action,5.8,149,9,PG-13,Warner Bros,Superman Returns (Reckoning),"$403,942,646",2008
Action,Adventure,Drama,8.2,144,1,PG-13,Walt Disney Pictures,Rogue One: A Star Wars Story (Reborn),"$497,552,576",2019
Romance,Drama,,7.1,133,3,R,Paramount Pictures,An Officer and a Gentleman (Revolution),"$138,665,602",1977
Crime,Adventure,Action,7.1,113,8,PG-13,Warner Bros,Sherlock Holmes (Legacy),"$597,475,357",2015
Thriller,History,Drama,7.9,188,6,R,Warner Bros,JFK (Return),"$245,044,613",1986
Fantasy,Comedy,Action,6.5,96,5,PG-13,Columbia Pictures,Men in Black II (Dominion),"$400,942,215",2001
Fantasy,Family,Adventure,8.3,151,3,PG-13,Warner Bros,Harry Potter and the Deathly Hallows - Part 1 (Rising),"$961,232,836",2010
Comedy,Animation,Adventure,7.7,82,6,PG,Pixar,Up (Evolution),"$719,015,483",2011
Fantasy,Adventure,Action,6.8,178,1,PG-13,Walt Disney Pictures,Pirates of the Caribbean: At World's End (Reckoning),"$1,075,418,817",2004
Crime,Comedy,Action,6.3,111,10,PG-13,Universal Pictures,Kindergarten Cop (Reborn),"$206,123,799",1993
Crime,Comedy,Action,5.6,96,10,PG-13,Universal Pictures,Kindergarten Cop (Redux),"$184,369,486",1989
Thriller,Fantasy,Adventure,7.9,142,1,PG-13,Warner Bros,Harry Potter and the Deathly Hallows - Part 2 (Reckoning),"$1,182,209,005",2014
Comedy,,,6.4,79,9,PG-13,20th Century Fox,Hot Shots! (Dominion),"$156,868,798",1998
Animation,Family,,7.7,107,2,PG,Walt Disney Pictures,Finding Dory (Origins),"$535,563,363",2014
History,Documentary,,6.5,60,2,G,National Air and Space Museum,To Fly! (Reborn),"$89,547,764",1975
Romance,Drama,Action,5.7,181,6,PG-13,Walt Disney Pictures,Pearl Harbor (Reborn),"$405,685,266",1997
Sci-Fi,Adventure,,7.2,127,5,PG-13,Lionsgate Films,The Hunger Games: Mockingjay - Part 1 (Revolution),"$846,782,798",2016
Sci-Fi,Drama,Action,5.5,135,6,PG-13,DreamWorks,Deep Impact (Origins),"$335,117,608",2002
Adventure,Action,,8.1,110,1,PG,Paramount Pictures,Raiders of the Lost Ark (Redux),"$243,520,844",1987
Horror,Drama,,8.6,134,8,R,Metro-Goldwyn-Mayer,Dawn of the Dead (Return),"$50,829,627",1979
Sci-Fi,Adventure,Action,6.8,101,10,PG,Paramount Pictures,Star Trek III: The Search for Spock (Revolution),"$73,600,836",1988
Fantasy,Family,Adventure,7.5,128,2,PG-13,Warner Bros,Harry Potter and the Order of the Phoenix (Dominion),"$830,801,023",2007
Sci-Fi,Action,,6.5,116,7,R,Warner Bros,Terminator 3: Rise of the Machines (Rising),"$430,129,242",2002
Romance,Fantasy,Comedy,6.2,113,4,PG-13,Paramount Pictures,What Women Want (Dominion),"$442,998,516",1997
Comedy,Action,,5.9,99,6,PG,Warner Bros,Hooper (Redux),"$91,852,617",1975
Sci-Fi,Drama,Action,7.9,139,9,PG-13,20th Century Fox,Dawn of the Planet of the Apes (Revolution),"$761,666,451",2018
Music,Drama,,8.4,146,10,R,Warner Bros,A Star is Born  (Rising),"$185,782,856",2017
Fantasy,Adventure,,7.7,158,4,PG-13,Walt Disney Pictures,Pirates of the Caribbean: The Curse of the Black Pearl (Return),"$541,990,246",2010
Romance,Drama,Action,5.5,172,6,PG-13,Walt Disney Pictures,Pearl Harbor (Rising),"$521,470,507",1999
Thriller,Crime,Comedy,7.4,121,6,G,Metro-Goldwyn-Mayer,The Return of the Pink Panther (Revolution),"$37,422,469",1980
Crime,Adventure,Action,6.7,132,9,PG,Metro-Goldwyn-Mayer,Moonraker (Evolution),"$78,474,811",1975
Romance,Music,Drama,6.3,133,5,R,Paramount Pictures,Saturday Night Fever (Reborn),"$108,404,714",1981
Romance,Drama,Biography,7.6,155,5,PG,Universal Pictures,Out Of Africa (Reborn),"$79,825,313",1982
